trait,gene,gene_name,zscore,effect_size,pvalue,FDR_all,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,filename,tissue,Phenotype Description
MCHC,ENSG00000104518,GSDMD,-1.661077053225359,-0.05585641255788232,0.09669797241121086,0.7064119053246473,0.01165758927741419,0.15562564122406342,1.020077113838018e-7,1.0662844474042898e-6,4,9,9,Brain_Hypothalamus_MCHC,Brain Hypothalamus,Mean corpuscular haemoglobin concentration
MCH,ENSG00000137275,RIPK1,-1.6606787114160149,-0.31601858587418763,0.09677799119809456,0.7065815660184827,5.2644670738294e-4,0.17547927143000158,1.7349748327220763e-11,1.706829685435696e-10,2,10,10,Pituitary_MCH,Pituitary,Mean corpuscular haemoglobin
BASORE,ENSG00000135116,HRK,-1.6600088069508423,-0.0938921723374539,0.0969126808279921,0.7071499484932844,0.00581055614083092,0.04409023122529239,3.265982220256625e-7,8.341473145111221e-7,9,16,16,Adipose_Subcutaneous_BASORE,Adipose Subcutaneous,Basophil percentage
BASORE,ENSG00000176171,BNIP3,-1.6596824896721538,-0.0934079337210338,0.09697834379001692,0.7071984387430924,0.00603094612020456,0.0358717839321686,2.135304974866591e-5,4.803237122821536e-5,5,14,14,Esophagus_Mucosa_BASORE,Esophagus Mucosa,Basophil percentage
EOSIRE,ENSG00000168404,MLKL,-1.6589148933078997,-0.03102141617022275,0.09713294309556551,0.7071984387430924,0.08013040238767444,0.0973248456903188,3.6944567425127656e-10,1.998857540493064e-9,4,9,9,Heart_Left_Ventricle_EOSIRE,Heart Left Ventricle,Eosinophil percentage
EOSIRE,ENSG00000135116,HRK,1.656032957283858,0.12690106389695158,0.0977151447793084,0.7071984387430924,0.00461053657721208,0.02290873990370165,2.7335642525637e-4,4.9384991267872e-4,4,4,4,Thyroid_EOSIRE,Thyroid,Eosinophil percentage
LYMPRE,ENSG00000105928,GSDME,1.6569529949689388,0.01495630864215444,0.09752897876044594,0.7071984387430924,0.2105047847037523,0.39961978374115736,2.8443527348068006e-24,1.0260684822554776e-22,3,5,5,Brain_Cortex_LYMPRE,Brain Cortex,Lymphocyte count
LYMPRE,ENSG00000105928,GSDME,1.658878545527546,0.0512498900456066,0.09714026867769644,0.7071984387430924,0.017871532604932,0.08703599033906888,1.2921121940231048e-13,5.084608507719658e-13,11,16,16,Skin_Sun_Exposed_Lower_leg_LYMPRE,Skin Sun Exposed Lower leg,Lymphocyte count
MCHC,ENSG00000104518,GSDMD,-1.656116604804993,-0.07546717493986613,0.09769820730467672,0.7071984387430924,0.00606234743786361,0.1007882178778273,0.00620306495363915,0.04311523265641521,1,3,3,Kidney_Cortex_MCHC,Kidney Cortex,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000164305,CASP3,-1.656200536218751,-0.04446356785591915,0.09768121470383048,0.7071984387430924,0.01960430451758521,0.04555796792971421,1.016225711265631e-6,2.9896137268354516e-6,2,10,10,Lung_MCHC,Lung,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000104518,GSDMD,-1.656116604804993,-0.06696250873334277,0.09769820730467672,0.7071984387430924,0.00770005054570851,0.24712766189258145,1.5057819083378592e-10,2.703224607171322e-9,1,3,3,Brain_Anterior_cingulate_cortex_BA24_MCHC,Brain Anterior cingulate cortex BA24,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000064012,CASP8,1.6581369451358985,0.02005483377724239,0.09728982832010848,0.7071984387430924,0.08921123863455964,0.05760528005112254,5.8073653954115e-4,0.00200297189943208,3,4,4,Brain_Nucleus_accumbens_basal_ganglia_MCHC,Brain Nucleus accumbens basal ganglia,Mean corpuscular haemoglobin concentration
MCV,ENSG00000064012,CASP8,1.6571591294762709,0.01683264492964588,0.09748730714727474,0.7071984387430924,0.10718043944642525,0.49256613792726794,6.822434119774541e-78,4.5599144340473934e-76,14,18,18,Skin_Not_Sun_Exposed_Suprapubic_MCV,Skin Not Sun Exposed Suprapubic,Mean corpuscular volume
MCV,ENSG00000104518,GSDMD,1.6570260020618477,0.04441704372360493,0.0975142182094591,0.7071984387430924,0.01505936927907384,0.2636760103485718,9.4196212270285e-49,1.8220354156932832e-47,9,27,27,Muscle_Skeletal_MCV,Muscle Skeletal,Mean corpuscular volume
MONORE,ENSG00000124256,ZBP1,-1.6564897009885415,-0.25604326859410215,0.09762268901747916,0.7071984387430924,6.6609279149682e-4,0.04707324573528902,0.00100144466730259,0.00263031112629111,2,8,8,Spleen_MONORE,Spleen,Monocyte count
MONORE,ENSG00000164305,CASP3,1.6584336975254623,0.03048163182868524,0.09722995975150672,0.7071984387430924,0.05361085580249777,0.12502984759805344,2.935673699954312e-15,1.988454181265227e-14,4,16,16,Adipose_Visceral_Omentum_MONORE,Adipose Visceral Omentum,Monocyte count
WBCfixed,ENSG00000176720,BOK,1.6567425837658951,0.06386145365836493,0.09757152962093645,0.7071984387430924,0.0083004705583829,0.06136671428189463,7.004218802119877e-9,1.8467246202118745e-8,2,4,4,Nerve_Tibial_WBC_fixed,Nerve Tibial,White blood cell (leukocyte) count
MCHC,ENSG00000168404,MLKL,1.6556949860468058,0.05192774804285769,0.09778360320957948,0.707282446238592,0.01467268534462835,0.05380243552725793,0.00201032050297189,0.00533924662312024,4,8,8,Brain_Cerebellar_Hemisphere_MCHC,Brain Cerebellar Hemisphere,Mean corpuscular haemoglobin concentration
BASORE,ENSG00000104518,GSDMD,1.6527607035460845,0.03766837855326585,0.09837957457917096,0.7081880121855053,0.03619755083890952,0.2603681620775487,8.683059298313817e-26,1.654740765644211e-24,13,26,26,Colon_Transverse_BASORE,Colon Transverse,Basophil percentage
IRF,ENSG00000137752,CASP1,-1.6535425186157224,-1.1984069167021822,0.09822050021443564,0.7081880121855053,2.6111815430435e-4,0.03120784782861045,0.02238551666949839,0.06004415299164031,1,2,2,Ovary_IRF,Ovary,Immature reticulocyte fraction
LYMPRE,ENSG00000104518,GSDMD,1.6527387822124129,0.08923162629012073,0.09838403783316016,0.7081880121855053,0.00634248167902538,0.14158712208874946,5.565940302244359e-21,3.629630195826059e-20,6,16,16,Adipose_Subcutaneous_LYMPRE,Adipose Subcutaneous,Lymphocyte count
MCH,ENSG00000064012,CASP8,1.6530102472094577,0.03794193673508333,0.09832877808408302,0.7081880121855053,0.02955974421863851,0.08262426979479118,2.037953748215326e-5,1.0335589150394e-4,10,13,13,Artery_Coronary_MCH,Artery Coronary,Mean corpuscular haemoglobin
MCHC,ENSG00000164305,CASP3,-1.6519979883080738,-0.02204291649007775,0.0985349609431002,0.7081880121855053,0.07707296384858986,0.2852552998900094,5.676783070674152e-37,6.759935184544904e-36,6,13,13,Cells_Cultured_fibroblasts_MCHC,Cells Cultured fibroblasts,Mean corpuscular haemoglobin concentration
MONORE,ENSG00000104518,GSDMD,1.6542840939952568,0.04358468575336704,0.09806980326100367,0.7081880121855053,0.02502819084037394,0.08421435370288681,1.4916605984814465e-10,6.772989986958534e-10,12,22,22,Adipose_Visceral_Omentum_MONORE,Adipose Visceral Omentum,Monocyte count
MONORE,ENSG00000104518,GSDMD,1.6521501370944256,0.05367547962654231,0.09850394835485918,0.7081880121855053,0.0162446473673423,0.4017754955576962,6.076895454607533e-67,1.9039642686739954e-65,9,20,20,Artery_Tibial_MONORE,Artery Tibial,Monocyte count
MPV,ENSG00000104518,GSDMD,1.652129579494208,0.03129079322985258,0.0985081381687042,0.7081880121855053,0.05945524333803818,0.13828091488518632,4.367598645397713e-7,3.925724068935267e-6,6,12,12,Small_Intestine_Terminal_Ileum_MPV,Small Intestine Terminal Ileum,Mean platelet (thrombocyte) volume
RDW,ENSG00000165806,CASP7,1.653374629701366,0.0136043983436649,0.09825464290615384,0.7081880121855053,0.18875136533130543,0.336225000829448,5.994894888149584e-13,2.528319221924113e-11,15,15,15,Brain_Amygdala_RDW,Brain Amygdala,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000165806,CASP7,1.6522787801854788,0.01387330694744962,0.0984777330295891,0.7081880121855053,0.181699548093329,0.11259596418698144,5.639986757816541e-6,2.3914926485238024e-5,15,15,15,Brain_Cerebellar_Hemisphere_RDW,Brain Cerebellar Hemisphere,Red blood cell (erythrocyte) distribution width
WBCfixed,ENSG00000103313,MEFV,1.6521587266585278,0.08275533411705639,0.09850219777075876,0.7081880121855053,0.00498780318184276,0.09877774482776663,2.4064444764304916e-5,1.4679789453013e-4,5,31,31,Small_Intestine_Terminal_Ileum_WBC_fixed,Small Intestine Terminal Ileum,White blood cell (leukocyte) count
EOSIRE,ENSG00000168404,MLKL,-1.6470183974762478,-0.03698467317812829,0.09955426440292002,0.7082341206869797,0.05682825987756314,0.076089673111692,6.38591795881762e-8,2.543500425653707e-7,13,21,21,Heart_Atrial_Appendage_EOSIRE,Heart Atrial Appendage,Eosinophil percentage
MCH,ENSG00000137275,RIPK1,-1.6486584812386826,-0.18813253895922172,0.09921762051047772,0.7082341206869797,0.00143129646195628,0.14603209054429395,1.8042024488574625e-7,1.324520756261861e-6,2,4,4,Brain_Frontal_Cortex_BA9_MCH,Brain Frontal Cortex BA9,Mean corpuscular haemoglobin
MCHC,ENSG00000164305,CASP3,-1.6511122871569075,-0.04180456082178682,0.09871564882075602,0.7082341206869797,0.02202227370689689,0.04909070499022065,1.6126316811138946e-5,4.7369087975052976e-5,2,11,11,Heart_Atrial_Appendage_MCHC,Heart Atrial Appendage,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000104518,GSDMD,-1.6510541796378893,-0.04065214043931427,0.0987275123128876,0.7082341206869797,0.02315730150984189,0.33705469861500986,1.0568824507934116e-16,3.0757096307975038e-15,3,11,11,Brain_Putamen_basal_ganglia_MCHC,Brain Putamen basal ganglia,Mean corpuscular haemoglobin concentration
MONORE,ENSG00000104518,GSDMD,1.6500749648626465,0.04011836290008806,0.09892760446348169,0.7082341206869797,0.02901376182043006,0.28159114821360004,2.7499503178402367e-16,4.521159508461689e-15,10,25,25,Brain_Cortex_MONORE,Brain Cortex,Monocyte count
MONORE,ENSG00000104518,GSDMD,1.6496811409388303,0.03288355901282069,0.09900816942056316,0.7082341206869797,0.04271917522555089,0.18131941126748471,2.057194009273679e-11,1.6537929867201678e-10,5,10,10,Spleen_MONORE,Spleen,Monocyte count
MPV,ENSG00000151414,NEK7,1.6492101755746569,0.04441402204277116,0.09910458402881447,0.7082341206869797,0.02707849279533009,0.0415701928151309,0.01530792456981427,0.05575895775661257,5,19,19,Vagina_MPV,Vagina,Mean platelet (thrombocyte) volume
MPV,ENSG00000135116,HRK,-1.647856116294861,-0.05054966705954976,0.099382200412437,0.7082341206869797,0.02390171519792619,0.07809166888692812,9.935925618174084e-11,3.693967725825518e-10,1,5,5,Skin_Not_Sun_Exposed_Suprapubic_MPV,Skin Not Sun Exposed Suprapubic,Mean platelet (thrombocyte) volume
MPV,ENSG00000104081,BMF,1.6469742976627273,0.19090298012261148,0.09956332890320496,0.7082341206869797,0.00151992427508036,0.02801824980550726,3.505324836416448e-5,7.099894632366055e-5,6,15,15,Skin_Sun_Exposed_Lower_leg_MPV,Skin Sun Exposed Lower leg,Mean platelet (thrombocyte) volume
NEUTRE,ENSG00000100290,BIK,1.646926760673523,0.12877918890128826,0.09957310063545044,0.7082341206869797,0.0029368943339282,0.03099827971372337,0.01156372635999403,0.02718097121899626,1,2,2,Brain_Cortex_NEUTRE,Brain Cortex,Neutrophil count
NEUTRE,ENSG00000100290,BIK,1.6469267606735234,0.14635653644658625,0.09957310063545027,0.7082341206869797,0.00227381666774439,0.07701075163318892,3.0773709036052e-4,0.00153204841894079,1,1,1,Brain_Hippocampus_NEUTRE,Brain Hippocampus,Neutrophil count
NEUTRE,ENSG00000100290,BIK,1.6469267606735232,0.09782461707678712,0.09957310063545036,0.7082341206869797,0.00508959680418831,0.09161351048537555,1.7898373295321633e-5,8.207654538590861e-5,1,1,1,Brain_Caudate_basal_ganglia_NEUTRE,Brain Caudate basal ganglia,Neutrophil count
NEUTRE,ENSG00000100290,BIK,1.646926760673523,0.06793427331737678,0.09957310063545044,0.7082341206869797,0.01055362902061813,0.07463851283371346,6.272084693423273e-5,1.943281620659e-4,1,2,2,Brain_Cerebellum_NEUTRE,Brain Cerebellum,Neutrophil count
NEUTRE,ENSG00000100290,BIK,1.646926760673523,0.13092755227221092,0.09957310063545044,0.7082341206869797,0.00284130329409725,0.05725688688890949,0.00351240348109846,0.01339904895968614,1,3,3,Brain_Anterior_cingulate_cortex_BA24_NEUTRE,Brain Anterior cingulate cortex BA24,Neutrophil count
NEUTRE,ENSG00000100290,BIK,1.646926760673523,0.07218097108507338,0.09957310063545044,0.7082341206869797,0.00934833465783424,0.02699993429602878,0.01945009326259822,0.04561154696220675,1,1,1,Brain_Nucleus_accumbens_basal_ganglia_NEUTRE,Brain Nucleus accumbens basal ganglia,Neutrophil count
RDW,ENSG00000064012,CASP8,1.6466840834059724,0.03595474474079239,0.09962299744411336,0.7082341206869797,0.02756286689723851,0.24223419404515,3.7232521207207917e-10,7.483772255995988e-9,11,14,14,Minor_Salivary_Gland_RDW,Minor Salivary Gland,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000002330,BAD,-1.6487656570410512,-0.01715627759080449,0.0991956532451924,0.7082341206869797,0.11641125127491828,0.1770536177029407,6.866991765529308e-7,9.554075499866864e-6,17,35,35,Uterus_RDW,Uterus,Red blood cell (erythrocyte) distribution width
WBCfixed,ENSG00000003402,CFLAR,-1.6502440740832056,-0.04271860645399958,0.09889302568306306,0.7082341206869797,0.01807084425910649,0.04665590909120985,0.00409303647692403,0.01013179071139359,7,8,8,Brain_Cerebellar_Hemisphere_WBC_fixed,Brain Cerebellar Hemisphere,White blood cell (leukocyte) count
WBCfixed,ENSG00000176720,BOK,1.6484960413296623,0.09499832010474674,0.09925092237205908,0.7082341206869797,0.00370999686718528,0.1008000462015552,4.6122499265234e-10,2.538609412294366e-9,2,4,4,Colon_Transverse_WBC_fixed,Colon Transverse,White blood cell (leukocyte) count
MCHC,ENSG00000104518,GSDMD,-1.6448271023086494,-0.03503790252023923,0.1000054713914012,0.7101415922262685,0.02901376182043006,0.28159114821360004,2.7499503178402367e-16,4.521159508461689e-15,10,25,25,Brain_Cortex_MCHC,Brain Cortex,Mean corpuscular haemoglobin concentration
MCV,ENSG00000150782,IL18,1.6448959225987,0.0535829150780796,0.09999127592614988,0.7101415922262685,0.00910272275324351,0.03188964639326148,0.00900316502370032,0.02277362711107403,3,11,11,Artery_Coronary_MCV,Artery Coronary,Mean corpuscular volume
RDW,ENSG00000003400,CASP10,-1.6443655453327688,-0.05649783072045265,0.10010071764040332,0.7104124518906204,0.01767940734851263,0.05829349052292482,7.78123492094424e-8,2.0411549374008285e-7,8,11,11,Cells_Cultured_fibroblasts_RDW,Cells Cultured fibroblasts,Red blood cell (erythrocyte) distribution width
LYMPRE,ENSG00000003400,CASP10,1.6429100459936885,0.08380747424934787,0.10040154619156157,0.7105208396866993,0.00793568650248144,0.0127784122094477,0.02636208074139392,0.04515012909880094,12,20,20,Heart_Left_Ventricle_LYMPRE,Heart Left Ventricle,Lymphocyte count
MCHC,ENSG00000138794,CASP6,-1.6434205126561674,-0.11512286652249182,0.1002959589093908,0.7105208396866993,0.00256564926958055,0.01365000348816506,0.00469803535706484,0.007397630135256,5,13,13,Artery_Tibial_MCHC,Artery Tibial,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000140379,BCL2A1,-1.6433584758018889,-0.03392517459709564,0.10030878617158676,0.7105208396866993,0.03216164824488607,0.06131058097128009,1.1720331309217e-4,4.4068206816635e-4,15,25,25,Pituitary_MCHC,Pituitary,Mean corpuscular haemoglobin concentration
MONORE,ENSG00000164305,CASP3,1.643141265424081,0.04950746600925537,0.10035370872397203,0.7105208396866993,0.02001596202689052,0.02785473201835056,5.8675318508813064e-5,1.1320535749157e-4,2,25,25,Thyroid_MONORE,Thyroid,Monocyte count
WBCfixed,ENSG00000015475,BID,1.6433514823181297,0.03335558412944676,0.10031023228518028,0.7105208396866993,0.02907454835695603,0.03677215798651044,0.01125005484094055,0.03235745832262491,6,19,19,Small_Intestine_Terminal_Ileum_WBC_fixed,Small Intestine Terminal Ileum,White blood cell (leukocyte) count
RDW,ENSG00000165806,CASP7,1.6425591435793196,0.00933271154823174,0.10047417984385776,0.7106306261725039,0.3923867407442471,0.3995276487330964,5.079812991062548e-80,2.230544648411333e-78,35,46,46,Muscle_Skeletal_RDW,Muscle Skeletal,Red blood cell (erythrocyte) distribution width
MCH,ENSG00000003402,CFLAR,1.6421027019091867,0.04461418991133149,0.10056872184079284,0.7106474502640149,0.01641070252659335,0.02979528865679474,3.2139770043832564e-5,6.369496372086936e-5,3,4,4,Thyroid_MCH,Thyroid,Mean corpuscular haemoglobin
MCV,ENSG00000137275,RIPK1,-1.6419961528350058,-0.29516991911879575,0.10059080137568766,0.7106474502640149,4.5742035228383e-4,0.2189234752580704,2.035022291858096e-21,2.8981144020905946e-20,7,23,23,Colon_Transverse_MCV,Colon Transverse,Mean corpuscular volume
BASORE,ENSG00000104518,GSDMD,1.6414093284666085,0.0686092086949531,0.1007124747628522,0.7108165371784103,0.01057336545009869,0.2084572204966404,2.1470924816354463e-10,1.7022555977396991e-9,3,6,6,Brain_Cerebellar_Hemisphere_BASORE,Brain Cerebellar Hemisphere,Basophil percentage
MCHC,ENSG00000105327,BBC3,1.641329646110535,0.351575031707656,0.10072900530870006,0.7108165371784103,3.0336161059943e-4,0.02963229062193695,0.00187216420376628,0.00480683809711974,1,11,11,Stomach_MCHC,Stomach,Mean corpuscular haemoglobin concentration
MPV,ENSG00000129465,RIPK3,1.6405206701744628,0.05403476017019466,0.10089695427773888,0.7111949054783849,0.02342873854040018,0.0303776344512048,0.02515824957004302,0.07056333668389952,2,2,2,Brain_Hippocampus_MPV,Brain Hippocampus,Mean platelet (thrombocyte) volume
WBCfixed,ENSG00000105928,GSDME,-1.640671266867297,-0.02443030729550693,0.1008656724783832,0.7111949054783849,0.06217460536300946,0.2177648557343921,2.5317836138547156e-22,2.651884436959644e-21,18,27,27,Artery_Aorta_WBC_fixed,Artery Aorta,White blood cell (leukocyte) count
MCHC,ENSG00000104518,GSDMD,-1.640130076415876,-0.03598619677939571,0.10097812405951093,0.7113640098665772,0.02761019240527249,0.36265677596336704,3.162108547921263e-47,7.556725041155951e-46,12,24,24,Esophagus_Muscularis_MCHC,Esophagus Muscularis,Mean corpuscular haemoglobin concentration
WBCfixed,ENSG00000003402,CFLAR,-1.6388293806622374,-0.0928762027024371,0.10124879841865787,0.7128671766420615,0.00487286923423889,0.01329924116314295,0.03626211020931955,0.06147210185032525,4,5,5,Esophagus_Gastroesophageal_Junction_WBC_fixed,Esophagus Gastroesophageal Junction,White blood cell (leukocyte) count
BASORE,ENSG00000104518,GSDMD,1.6356733756736266,0.06772662322607172,0.10190796453085736,0.7129186235487958,0.01116770436066694,0.2416401942682679,4.925477081103814e-12,7.048364459543894e-11,4,10,10,Brain_Frontal_Cortex_BA9_BASORE,Brain Frontal Cortex BA9,Basophil percentage
BASORE,ENSG00000104518,GSDMD,1.6323101789223282,0.04185491942652273,0.10261416001223583,0.7129186235487958,0.02901376182043006,0.28159114821360004,2.7499503178402367e-16,4.521159508461689e-15,10,25,25,Brain_Cortex_BASORE,Brain Cortex,Basophil percentage
BASORE,ENSG00000104518,GSDMD,1.636378019951765,0.04253242999240343,0.10176049645086234,0.7129186235487958,0.02828067115657292,0.21234636686317945,2.489207760826631e-12,4.396903120384519e-11,9,18,18,Liver_BASORE,Liver,Basophil percentage
BASORE,ENSG00000120868,APAF1,1.633717810996803,0.20929311015764893,0.10231811674316894,0.7129186235487958,0.00114401299977795,0.10022553986482838,2.4165425609664543e-6,1.4785082980536693e-5,4,7,7,Artery_Coronary_BASORE,Artery Coronary,Basophil percentage
BASORE,ENSG00000104518,GSDMD,1.63510765282659,0.06910234492361166,0.10202648218047013,0.7129186235487958,0.01041954659770697,0.31591796934615374,2.299429689882454e-13,7.794770902117612e-12,6,9,9,Minor_Salivary_Gland_BASORE,Minor Salivary Gland,Basophil percentage
BASORE,ENSG00000110330,BIRC2,1.635886550106086,0.03426095329333697,0.10186333341104566,0.7129186235487958,0.03979024246763565,0.04109563990669913,0.02281334442668062,0.06906519234871558,21,30,30,Brain_Spinal_cord_cervical_c-1_BASORE,Brain Spinal cord cervical c-1,Basophil percentage
EOSIRE,ENSG00000168404,MLKL,-1.6365285536736187,-0.02088601878862616,0.1017290147612856,0.7129186235487958,0.1650566645884887,0.30976144686723917,8.335040450512863e-49,1.5268172320106912e-47,23,44,44,Artery_Tibial_EOSIRE,Artery Tibial,Eosinophil percentage
EOSIRE,ENSG00000135116,HRK,-1.6376610261249551,-0.0319693264048776,0.10149242501966944,0.7129186235487958,0.09120000388071996,0.1262355922715848,2.2915780171323927e-21,1.4528011613975384e-20,13,28,28,Whole_Blood_EOSIRE,Whole Blood,Eosinophil percentage
IRF,ENSG00000141682,PMAIP1,-1.6347077164316577,-0.18424354604931611,0.10211033411938972,0.7129186235487958,0.01081123998061377,0.023936599915065,0.02791235107216925,0.06254887832835532,7,15,15,Brain_Nucleus_accumbens_basal_ganglia_IRF,Brain Nucleus accumbens basal ganglia,Immature reticulocyte fraction
LYMPRE,ENSG00000015475,BID,-1.6330870660505628,-0.09253218523873644,0.10245068643551312,0.7129186235487958,0.00485284250440462,0.04332645148443707,2.3758017969491212e-8,7.146279485131294e-8,7,19,19,Muscle_Skeletal_LYMPRE,Muscle Skeletal,Lymphocyte count
MCH,ENSG00000153094,BCL2L11,1.6372393638484102,0.08972956231265476,0.10158046506665686,0.7129186235487958,0.00372745352216179,0.01829161558318781,0.01393790956709635,0.02559745841844045,2,4,4,Esophagus_Gastroesophageal_Junction_MCH,Esophagus Gastroesophageal Junction,Mean corpuscular haemoglobin
MCH,ENSG00000104518,GSDMD,1.633374946969511,0.0164131743856693,0.10239016280888644,0.7129186235487958,0.1182236489957648,0.3738584581794236,2.77371204943272e-52,8.181837796478342e-51,9,17,17,Esophagus_Mucosa_MCH,Esophagus Mucosa,Mean corpuscular haemoglobin
MCH,ENSG00000137275,RIPK1,-1.636916160583496,-0.4807489198570861,0.101647988742076,0.7129186235487958,1.6247128689309e-4,0.12402634469130402,5.864452825866495e-16,3.1702867921533073e-15,1,9,9,Esophagus_Mucosa_MCH,Esophagus Mucosa,Mean corpuscular haemoglobin
MCHC,ENSG00000164305,CASP3,-1.6320399524361815,-0.03979508462130107,0.1026710700294364,0.7129186235487958,0.02365057650473931,0.13602550461703186,6.982057901569321e-14,5.440050316399704e-13,5,19,19,Heart_Left_Ventricle_MCHC,Heart Left Ventricle,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000104518,GSDMD,-1.631956242385742,-0.03569082786163517,0.1026887045574666,0.7129186235487958,0.02778719611407919,0.1731107081597221,5.20949721208591e-18,5.71330861293154e-17,12,23,23,Breast_Mammary_Tissue_MCHC,Breast Mammary Tissue,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000164305,CASP3,-1.6328184958163356,-0.04044231659888441,0.10250717587560844,0.7129186235487958,0.02295106829466975,0.0412067930695016,0.00291821577976354,0.00852248817118282,3,12,12,Artery_Coronary_MCHC,Artery Coronary,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000176171,BNIP3,-1.6354297399520876,-0.09183091416022196,0.1019589922178484,0.7129186235487958,0.00408459438937718,0.04448666356138245,1.3725511639304e-4,3.473956820182e-4,1,3,3,Testis_MCHC,Testis,Mean corpuscular haemoglobin concentration
MCV,ENSG00000104765,BNIP3L,-1.6331218311441158,-0.09500311754908844,0.1024433759667208,0.7129186235487958,0.00305995684836998,0.0703090058865612,1.0443778105268e-4,3.1175390530104e-4,6,16,16,Brain_Cerebellum_MCV,Brain Cerebellum,Mean corpuscular volume
NEUTRE,ENSG00000003400,CASP10,-1.6356038949067495,-0.03445431112403625,0.10192251468741811,0.7129186235487958,0.05841757428182817,0.14534234227705187,2.299463425686671e-22,1.485386639569071e-21,21,26,26,Skin_Sun_Exposed_Lower_leg_NEUTRE,Skin Sun Exposed Lower leg,Neutrophil count
RDW,ENSG00000103490,PYCARD,-1.634013533592224,-0.34026828495375355,0.1022560089190562,0.7129186235487958,2.8411959288281e-4,0.01638062713661331,0.02120336188165651,0.04187146141191422,1,1,1,Stomach_RDW,Stomach,Red blood cell (erythrocyte) distribution width
RetiCt,ENSG00000100290,BIK,1.6357417013778506,0.12592155271332295,0.10189365787160834,0.7129186235487958,0.01964735408410118,0.11932814593174049,9.235315205039004e-8,4.782434220680676e-7,4,18,18,Spleen_RetiCt,Spleen,Reticulocyte count
RetiCt,ENSG00000120868,APAF1,1.6327257639888926,0.24818773873271127,0.1025266862820252,0.7129186235487958,0.00637057793772769,0.32010329903542084,2.413307524010443e-46,3.6356853860304634e-45,12,18,18,Nerve_Tibial_RetiCt,Nerve Tibial,Reticulocyte count
RetiCt,ENSG00000120868,APAF1,-1.6332287032743535,-0.09870872835959,0.10242090529462054,0.7129186235487958,0.04247159593382167,0.14302377172431172,3.943238583092441e-9,2.4351988408690642e-8,9,14,14,Spleen_RetiCt,Spleen,Reticulocyte count
WBCfixed,ENSG00000105928,GSDME,-1.6322097811822134,-0.0228242361772464,0.10263530096449928,0.7129186235487958,0.06902519233604207,0.4062999935579288,9.12412612861786e-21,5.7705991354151855e-19,11,15,15,Brain_Hypothalamus_WBC_fixed,Brain Hypothalamus,White blood cell (leukocyte) count
WBCfixed,ENSG00000105928,GSDME,-1.637874946154211,-0.02209422316141264,0.10144778329678256,0.7129186235487958,0.07419808039632966,0.4516807285419688,1.088904434639799e-23,7.447446390854623e-22,10,14,14,Brain_Putamen_basal_ganglia_WBC_fixed,Brain Putamen basal ganglia,White blood cell (leukocyte) count
LYMPRE,ENSG00000104518,GSDMD,1.631543946525036,0.02526906193419632,0.10277559479407224,0.713031846060666,0.06387507348178884,0.23932806674921375,1.0636580518094763e-14,2.053282935454398e-13,7,18,18,Prostate_LYMPRE,Prostate,Lymphocyte count
RDW,ENSG00000165806,CASP7,1.6313350606348422,0.01883066816927349,0.1028196392438578,0.713031846060666,0.09674148892267068,0.08005072860149619,5.1599018563666e-4,0.00262141695242674,10,10,10,Cells_EBV-transformed_lymphocytes_RDW,Cells EBV-transformed lymphocytes,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000015475,BID,-1.6303854805777762,-0.08425213753959336,0.10302005138266394,0.7140236541792323,0.00492986631919973,0.02738690791414942,1.6163248415225e-4,3.5918143416542e-4,6,25,25,Lung_RDW,Lung,Red blood cell (erythrocyte) distribution width
MPV,ENSG00000151414,NEK7,1.630011796951294,1.6813894997023735,0.10309900372248525,0.7141729985030284,1.8044129789504077e-5,0.0119630491327618,0.01283210819782975,0.0202525615615691,1,4,4,Skin_Not_Sun_Exposed_Suprapubic_MPV,Skin Not Sun Exposed Suprapubic,Mean platelet (thrombocyte) volume
EOSIRE,ENSG00000137275,RIPK1,1.629340555786765,0.4782542559188578,0.10324094521406328,0.7143607338198894,5.2644670738294e-4,0.17547927143000158,1.7349748327220763e-11,1.706829685435696e-10,2,10,10,Pituitary_EOSIRE,Pituitary,Eosinophil percentage
MONORE,ENSG00000100290,BIK,1.6295228891589284,0.0476853550744648,0.10320237341145055,0.7143607338198894,0.01964735408410118,0.11932814593174049,9.235315205039004e-8,4.782434220680676e-7,4,18,18,Spleen_MONORE,Spleen,Monocyte count
MCV,ENSG00000104518,GSDMD,1.6279640788706853,0.01859353857217736,0.10353250268635396,0.7152522746751944,0.07723761411321807,0.24907728068181148,1.730218802455935e-43,2.5490998490822e-42,3,8,8,Whole_Blood_MCV,Whole Blood,Mean corpuscular volume
